"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10","2017-11","2017-12","2018-01","2018-02"
"Kalamazoo","MI","Kalamazoo","26","077",257,102.631578947368,103.551609322974,101.838966202783,104.304635761589,104.879825200291,103.141859727071,103.202479338843,101.972789115646,100.986500519211,100.328947368421,99.8624369551343,97.4187380497132,94.933746137808,97.3447995969548,97.5070014906011,97.680412371134,99.7228235682779,100.565428109855,98.1547619047619,98.1669394435352,99.7301396754218,97.8385722679201,96.3309352517986,95.9550572970128,94.1346153846154,95.4183900731785,95.8333333333333,94.2812982998454,93.8967136150235,93.4768776458175,95.1197053406998,96.5570046753232,93.1076640585025,91.5332855550247,96.2199312714777,95.1637471439452,93.6649070789921,96.2883378679199,98.5695501582143,101.215805471125,102.490234375,104.515050167224,105.616302186879,105.499735589635,104.254489253455,105.131442631443,103.322949117342,102.590539185437,101.130952380952,104.545454545455,105.673076923077,107.577174929841,108.762886597938,110.300618921309,109.681843115743,108.761355225086,108.197989172467,109.91512345679,109.147448476432,107.103174603175,105.395375457875,107.464028776978,110.983796296296,112.405739421868,115.166130760986,115.207373271889,114.324618736383,112.88501026694,110.185265947021,109.730848861284,107.786410018553,107.744626063592,108.040540540541,110.084831242561,111.714427280435,113.325082508251,118.901642570856,119.367862519471,116.869918699187,115.71306008806,113.035714285714,112.314567907627,111.111111111111,107.625561481925,107.565620174987,109.044493070751,110.956965635211,117.521367521368,120.114182692308,122.06106870229,122.587025316456,123.981481481481,123.99785309828,121.1875,120.557939914163,121.646274093453,121.234028257596,123.428389449681
"Webb","TX","Laredo","48","479",258,84.2784969038251,83.8559609726658,83.970148625321,85.7348703170029,86.4864864864865,86.7844092570037,86.6622776302608,87.3237111457007,84.1512223197841,83.2305310472379,83.1974637681159,79.656862745098,77.1992849042254,68.0866965620329,76.8864468864469,76.3846284935242,78.2985306630329,79.6621829409304,80.4709990379409,80.7024626564392,83.4929110898169,84.9286547110099,81.3740458015267,80.6451612903226,82.1689850592478,82.7584249823428,81.3826891671203,78.3597071789275,79.9111111111111,80.4885981788169,81.9964349376114,83.5439113439292,83.6599597687207,84.1666666666667,89.1045434494927,89.1082802547771,89.0489913544669,88.3993307306191,88.865736253796,91.0823170731707,92.5925925925926,91.3861667791881,91.6221985058698,90.869482427274,93.0254656024325,88.6262924667651,90.2277039848197,91.0823170731707,87.8230130784708,86.6366195166934,87.0863638654192,87.0863638654192,89.1021247429746,90.8026624512845,94.0827111767371,92.6426445368709,93.3665008291874,95.8971763452318,92.511013215859,95.7120980091884,96.2014382625832,96.3067041348856,95.9614382490881,96.8302130406714,97.2434751519485,96.9884853852967,97.5255869957857,97.6704980842912,97.6973180076628,97.6150667461658,97.6973180076628,98.7296809151114,99.6893519986342,99.1793496783632,99.3317985823765,100.877033517951,100.785787495729,100.925925925926,101.571151227282,100.334448160535,99.8549258539894,101.314189189189,102.092904543134,102.95483326298,101.969872537659,101.617440225035,102.809847198642,104.011887072808,103.402268178786,104.46247464503,105.017605746742,104.198466346853,102,101.662162708348,102.201772324472,102.222222222222,101.731601731602,101.731601731602
"Brown","WI","Green Bay","55","009",259,95.3076923076923,94.7841158171489,95.8204410562067,95.6477500648533,95.2330508474576,95.0612810444843,94.6930688285333,93.8354537743851,94.2208462332301,92.3340177960301,90.1360544217687,88.3673469387755,86.4631028693529,85.6412119856887,85.1393188854489,85.3260869565217,86.558734939759,85.0806451612903,84.9494897959184,85.0552662490211,82.4549237170596,81.5816326530612,82.3170731707317,80.1785714285714,79.2040467369621,78.3392937512147,78.8351228121783,81.2353401094605,81.9480863491997,80.3619302949062,79.6507213363705,79.4649313087491,76.6042021578648,75.7439640651319,82.7188578209449,80.744905130007,81.5155988782829,83.161552866609,84.1649558679307,85.6034809084924,87.5,87.7232142857143,86.7598539226798,85.9792284866469,85.5310049893086,85.8216970998926,85.4193978325468,84.725600790739,85.3048780487805,86.6028532143469,86.5467865467865,88.4493670886076,88.9693145261074,88.8833992094862,88.8833992094862,88.2325253000706,87.0798319327731,86.7893570904918,86.2919132149901,86.71875,85.5167873601053,85.2189080840823,87.448445709282,89.6686409281466,92.5888833249875,91.2208936438011,91.8409047345218,92.0175438596491,92.7221280203476,94.1334905382379,94.3366544310435,94.0614259480473,95.8920893188703,94.5679012345679,96.3571428571429,96.6631355932203,97.7272727272727,98.4516723356009,98.8060179257362,97.5225225225225,96.3092463092463,96.5864896683311,96.7988838989635,99.2361111111111,97.578125,96.5064775910364,98.8609112709832,103.660581625857,107.693380145106,108.157519672394,109.65519645436,105.75565853351,104.618226600985,106.893033470121,106.214915797915,112.564998642704,115.786419036564,112.523570398759
"Alachua","FL","Gainesville","12","001",260,116.487455197133,115.237752161383,115.54524361949,113.747810858144,112.668365489625,111.215942028986,110.705741235061,110.620815581254,108.468465511204,106.161473087819,104.852684080625,103.988439306358,102.782597117955,101.401869158879,101.401869158879,99.9498997995992,99.6203132415757,98.2699543655884,96.3995807353955,94.6176975466209,92.9275270184361,91.6365382625343,89.4628573883733,87.375,86.4837212748652,86.9542525773196,89.5774706630405,88.6208704771893,89.5,88.4615384615385,87.0862818811735,86.2870071857265,83.8399863724817,83.8187702265372,89.6567476521029,90.2045696068013,90.2777777777778,91.78145087236,94.2441492726123,95.0551540509699,95.6751949902635,97.6104686180204,97.2114137483787,96.2556600487635,97.7330028328612,96.3934361219504,95.6403119879383,96.6942148760331,96.1875547765118,99.3212884534703,100.891600187705,101.465813598167,103.157359045067,102.203182374541,102.042042042042,101.420475650242,100.469168900804,100.805205429645,101.370568164288,101.020570173394,102.666186255153,102.413451805097,104.575659258789,105.836776859504,106.87432867884,108.631713554987,108.042489846771,108.069883527454,108.012994044396,108,108.832296816247,109.041309431021,110.866332485292,114.286121157666,115.792435091304,116.279069767442,118.123969387603,117.482912143981,117.149563107034,117.793201436163,118.485597453672,118.59756097561,116.751262219358,117.35807860262,118.24993447936,119.417862838915,120.90570719603,123.697092229441,124.117647058824,124.300518134715,125.130616509927,125.595374557456,125.564847164711,125.600036957842,126.960336919932,127.290349187499,127.37110417648,129.608294930876
"Hinds","MS","Jackson","28","049",261,77.3716951788492,78.4114272145111,79.3319415448852,80.4237288135593,80.0738407201007,78.960038517092,77.7428920286063,76.237602171738,74.1906474820144,73.3482126153863,72.7192595857206,70.6963591375044,69.3138569497056,69.8553054662379,72.7788718638423,73.3815425782169,76.2441777720274,75.7685810072905,74.9559082892416,74.9715992895115,76.8156424581006,75.6521739130435,74.948680139937,73.3556439857324,73.0804387568556,75.1371669996272,77.7984731171152,77.2777572851346,76.1576731725985,74.6853921272526,74.6954595791805,73.9776951672862,73.9644970414201,72.8184470761011,76.2894736842105,73.6806031528444,73.854232115609,75.8010118043845,74.3061772605192,75.8164428549068,77.1985336544616,76.6666666666667,76.5958548116842,77.0760815514669,77.6404165164082,76.6016713091922,75.3534401508011,76.9690011481056,74.275092936803,77.8089351510582,79.8600566090453,80.4676753782668,81.8284243651,83.0236516550334,82.9718614718615,81.6831683168317,82.022792022792,80.7463745932037,78.831936995453,77.007700770077,76.9549706951209,81.2215724496426,82.6409073858001,84.9854832019909,85.911180261676,85.7728394486869,85.8282208588957,84.2626801552106,85.9945591531203,85.5018587360595,83.7742504409171,81.0836423107387,78.5413744740533,77.1777003484321,82.2606914561172,84.8240773493692,86.4440395699401,86.5650969529086,85.2713897590451,83.7340481826386,83.6638215681899,82.1582319727147,81.6993464052288,80.2968960863698,80.4669193807645,84.595411742312,88.3340277190524,89.4030851777331,91.8765138803229,90.3114357288365,88.9450043607527,88.6689419795222,86.8914555879307,88.4464110127827,88.4655532359081,87.3015873015873,87.5042087542087,86.1506653236495
"Harford","MD","Baltimore","24","025",262,162.834099421178,161.89880952381,163.713405238829,162.533875338753,161.774685147062,160.628400059065,158.872615055716,158.256944444444,157.239929378316,156.404845154845,156.358582348853,154.590941011236,153.271670190275,152.59293610876,153.211678832117,153.145161290323,153.236797274276,152.41935483871,151.439393939394,150.872093023256,149.692780337942,147.976878612717,146.848290598291,144.407407407407,142.486597938144,143.500797448166,143.173277661795,145.852075185569,147.192028985507,147.232142857143,147.307785836895,146.564551422319,145.248138957816,146.247156937074,148.13147230977,146.960816394621,147.285899258405,144.557694632495,146.987173649768,148.065736154885,151.84011591857,153.07928481127,152.917573649985,151.108870967742,152.685216018345,151.918976545842,151.907680403975,153.781806100184,152.782172990041,150.998147371365,153.548728813559,154.590002712968,154.770046197497,154.055210785363,152.831402831403,152.329749103943,152.838427947598,151.611584787875,152.645079899075,150.485436893204,148.313492063492,150.905797101449,152.503743773112,152.215765838784,151.956323930846,152.624847374847,151.36476426799,151.515151515152,151.459854014599,151.439393939394,148.507462686567,147.967061245497,148.707865168539,148.707865168539,151.796875,154.392997742882,155.924062722104,154.840292064549,154.512166285278,154.172192749779,154.708628005658,156.129597197898,154.534716451361,153.63824778541,154.0007508285,155.117852466172,155.854923286075,156.25,159.015151515152,159.140948701032,158.316831683168,159.497784342688,159.384168014702,158.960190136661,157.395038167939,156.986180904523,155.768179332969,159.116560640263
"Yakima","WA","Yakima","53","077",263,123.01525396035,121.050329144059,120.738786279683,120.07874015748,120.484682213077,120.248538011696,119.38566552901,120.484682213077,120.7653530189,118.447956224694,116.013328138313,115.24201853759,115.105925698496,115.24201853759,116.651552848318,116.609783845279,116.260445682451,115.337423312883,116.162480905742,117.026120993683,116.637856525497,116.197183098592,115.549828178694,114.851923116,113.395745280361,114.527559055118,114.527559055118,114.88682581786,115.408935370068,118.448406882701,120.456754130224,121.431857011434,120.596416902205,120.477184327863,119.911111111111,121.311475409836,118.998686218889,118.718592964824,120.500606164509,122.242644089018,122.814240951496,123.762347843849,124.897684231031,122.610607440931,121.989528795812,121.955204846166,119.360902255639,120.238865365012,116.866895499619,118.276515151515,118.846694796062,122.418565041516,123.318385650224,123.266335682255,123.445825932504,122.770919067215,123.676191917833,122.494592645999,120.839627391742,116.241451902985,116.860338105801,123.015873015873,126.520146520147,126.469610402404,126.164616422714,126.878650382596,126.826552345766,126.336581905506,127.607076219272,127.074688796681,128.548895899054,128.663396689148,129.368658399098,129.541121627522,130.952620916943,132.270573028867,130.132378472222,130.526315789474,129.760031206438,130.76437144662,130.396224773834,131.013745704467,129.583908373402,129.528325123153,129.098360655738,130.731729796258,133.179694137638,136.217948717949,141.271442986882,141.342934225268,142.716008678635,144.862451261158,144.71431146359,144.811082453668,148.109101011921,146.103896103896,137.56371049949,143.229847316606
"Norfolk City","VA","Virginia Beach","51","710",264,132.942746063943,133.012820512821,132.198361823362,137.239197738592,136.311087756174,133.79114373668,132.809247502082,130.641330166271,132.431790168592,130.079495444121,127.616506372664,125.774193548387,123.257287705957,122.34693877551,120.542082738944,119.350887936314,119.047619047619,118.834777010633,117.30096140137,116.201396291281,115.727513227513,115.648148148148,112.391930835735,110.619469026549,110.625345877144,112.788823213326,112.946733524072,112,112.021819340944,112.563543936093,111.350135013501,111.919658849132,112.71186440678,113.704071499503,115.258627664001,115.281426171865,115.310850469864,116.333227182187,116.975609756098,118.505154639175,120.085704160684,121.535054018813,119.711042311662,117.75088025088,118.029350104822,116.410799364743,115.589804386485,116.901685393258,117.954070981211,120.633806818182,122.52952487273,123.97309062129,123.790322580645,123.997833152763,122.849340009103,122.410423452769,121.854534279063,119.178653281176,120,119.767441860465,117.665952890792,120.704301908934,121.241321134255,125.227790432802,125.589543305095,125.237209688179,123.809523809524,122.300102631088,121.473354231975,120.090900956823,119.710107195816,119.659735349716,120.561177283534,122.187103385312,123.518702570503,124.007673662672,124.764890282132,125.578321216127,125.625235177122,124.18313984794,124.541701228082,124.688279301746,124.123838869002,124.434389140271,125.16960651289,126.726124265056,128.036140381679,129.813432835821,131.642694928085,133.180555555556,133.126110124334,131.547619047619,132.254069614733,132.333215672432,131.488314883149,132.04231179863,131.488203266788,132.958801498127
"Mahoning","OH","Youngstown","39","099",265,61.4906832298137,62.5164690382082,63.0498848130427,65.5094505662688,65.7894736842105,64.9168399168399,64.5979020979021,64.3740110645277,63.1887985546522,62.0137618862472,58.9142567622271,56.4803804994055,55.4315348502567,52.3934508186477,53.1045751633987,53.8142620232172,55.0626175626176,55.224358974359,54.903083028083,57.3821339950372,58.5355648535565,55.9143618009897,58.0232558139535,54.9772956841139,56.6899216059907,53.2666666666667,52.8846153846154,53.2666666666667,51.9791666666667,53.6656371300973,54.5833333333333,53.7563926902019,52.9319354942131,52.2772486134555,60.8398025195778,59.2566619915849,58.0940768780947,57.7021822849807,59.6930533117932,59.8697394789579,62.198091448492,62.7579737335835,62.2562602627258,62.3244929797192,62.106135986733,61.5585056728422,60.0935828877005,59.4246031746032,58.0886275334049,58.8923556942278,59.4826688179233,61.7430176062125,62.0617437170338,64.037814037814,63.4745762711864,63.2911392405063,61.4831349206349,59.183965341026,56.7127344521224,53.7124802527646,53.5394511030457,54.1797394942004,54.7619047619048,56.6206239580853,58.3076872625636,59.4535383597884,61.2235255783643,61.6656940553999,63.4887869520897,62.2613464233352,60.8798930281392,59.3575418994413,59.4034733306731,60.4357664981555,60.6655458860759,63.1868131868132,66.1739881638003,65.4772197555475,65.5118601747815,64.7228221742261,64.4877112135177,64.1891891891892,62.992125984252,62.992125984252,62.753036437247,64.4025693362908,64.9110807113543,66.8284015690907,68.5339445855862,69.6639455782313,71.0689756482873,70.6293017663156,70.3125,68.9202636576103,67.185650887574,67.4242424242424,68.2961897915169,69.234160704206
"Buncombe","NC","Asheville","37","021",266,153.896847960445,152.5,151.468315301391,151.162790697674,151.720647773279,151.515151515152,151.909722222222,147.948883624357,144.784639335755,145.833333333333,143.384097851607,140.437544107269,137.375,136.363636363636,135.642857142857,135.724233983287,139.214536928488,138.513513513514,138.670780879682,138.427464008859,137.610619469027,137.24359595568,135.408575665314,134.002770083102,135.416666666667,136.975877192982,137.5,137.5,137.232289950577,137.687322802754,137.696941321257,136.859331807587,136.494252873563,136.35477582846,138.861111111111,138.380805018736,137.557015626779,137.471264367816,138.468013468013,140.037343291544,141.458333333333,143.406593406593,143.024403234096,142.723116769644,141.98307389066,141.136303676459,142.17032967033,141.972192030044,140.250281450608,140.573577809121,141.908384921948,143.713037979011,146.619897959184,149.038461538462,148.880597014925,149,150.31149301826,150.489759572573,150.967256185596,150.647321428571,151.528384279476,153.191462249979,153.401797175867,155.318202047174,157.161361954108,159.060153594052,159.52680820439,160.714285714286,161.871207958988,164.325842696629,164.525803224191,165.181885671863,165.381073806488,166.643518518519,169.785942983376,172.207247678946,173.893002110982,174.46203816484,176.651162790698,177.909562638992,177.225559803386,180.178678678679,180.178678678679,182.615047479912,183.267189530156,183.656324226073,188.192619445997,188.333333333333,190.210029306415,193.368453672141,193.287037037037,192.76048714479,196.809581320451,199.742268041237,198.212500574875,199.731306474592,200.409165302782,200.972762645914
"Washington","MN","Minneapolis-St Paul","27","163",267,150.873818900863,149.149761336516,146.825396825397,148.536018284994,150.185164401105,148.612487611497,150.531808441574,148.745181051974,144.690920973803,142.215729384664,141.548445767196,138.307705995646,134.41235059761,131.964429611722,129.059040590406,128.865979381443,128.548714479026,131.302521008403,129.775432900433,133.101851851852,133.050925925926,125.595973498064,120.192307692308,114.18570375829,114.743024218103,116.293643688451,115.927419354839,118.75,119.180907234756,123.16415125843,119.982847341338,121.925990180404,124.422359343903,127.591974713138,136.590038314176,135.617122990004,135.908270343349,139.613778705637,144.649122807018,148.058102178342,153.174603174603,156.302481927489,154.011936339523,154.968203497615,160.049594229035,155.685920577617,154.63066551922,154.247554552295,150.762661955241,152.160460021906,154.335016835017,157.535551942966,161.428571428571,163.046870075017,163.741013428505,162.121599159651,160.912343470483,164.33180596543,164.485176920625,165.165165165165,165.301919274667,166.060126582278,166.527777777778,167.452888792703,170.167887148047,170.068027210884,170.555537416743,170.096373902343,170.299853173428,168.090012577699,167.290568470256,166.625,168.909512761021,170.034340659341,171.232876712329,172.74467472654,174.10447761194,175.336514580789,175.522700119474,175.189393939394,176.70011148272,176.429696791047,174.603174603175,173.116883116883,175.601188867874,177.749209575429,178.987574800193,180.883167220377,184.419329919943,185.372707720172,186.440677966102,185.92202970297,185.969868173258,183.870967741935,185.978919126102,184.18717389123,185.170477429321,184.890704670314
"Cumberland","PA","Harrisburg","42","041",268,119.010416666667,119.408534280237,119.212328767123,119.2875,118.17891172697,117.392191142191,117.342921163344,116.375451509575,115.331196581197,113.933014243433,113.555194805195,113.313609467456,113.368725868726,113.203463203463,113.560606060606,114.200464518084,114.593467685893,114.899957428693,114.745809037901,115.309195289016,114.699453551913,113.954678362573,115.17463146517,114.113299395954,114.334802398338,113.491335587489,112.751935710596,113.035714285714,112.70925862658,111.474012474012,112.08064933233,111.041666666667,110.318275154004,111.041137901861,112.4375,111.985747126437,112.339873628201,113.658536585366,113.496111425339,113.644744929318,118.449559918754,118.467070401211,118.362286536931,118.743328335693,118.976613472807,118.870019508005,118.038775666852,124.144587433762,119.196988707654,118.053993250844,117.181993944227,117.796299126536,117.468179326412,117.004566210046,116.112925680017,115.597598936747,115.709749200315,115.724815724816,115.491969981702,114.470982456375,113.466135458167,112.809461100492,114.109829649354,115.423956308433,114.381508328522,114.562440305635,115.520833333333,116.075047287971,116.590909090909,115.651503469545,115.157004830918,114.699453551913,113.952808770109,113.436846819946,113.701578192253,114.952686540521,116.071428571429,116.8125,117.704244702666,118.432275416745,118.852483416109,117.997198879552,116.454802259887,117.022932417555,116.666666666667,119.391971505167,119.705340699816,122.350356946733,123.783488244943,124.475243344037,124.558193256479,124.875,123.468862583634,123.478936786322,123.857295680197,125.325520833333,125.274326901184,126.060818857966
"McLennan","TX","Waco","48","309",269,79.1419290426155,78.441154654444,78.3599599292923,78.3836416747809,78.171334431631,77.4333539987601,77.2706157267941,77.4594172669327,76.9525870548889,77.634011090573,77.7124183006536,77.5943396226415,77.63671875,76.1194029850746,76.1586239847109,77.8502552467385,78.8297172912557,79.0745856353591,79.3846856052865,79.3729491467921,78.8078052290959,78.1602481633896,76.7925846048291,75.5600749734128,76.3848396501458,74.0242596328676,75.573812791514,74.8808713410483,74.5935024278048,75.3008895866039,74.4252873563218,73.9881566472627,74.0722316375632,76.3884259259259,77.7246327297574,77.0565552699229,75.8123832334893,76.2322654462243,76.9303201506591,77.5588048315321,78.742981845146,79.5545685469931,78.7835249042146,78.742981845146,78.7714166318429,80.3517587939699,79.40097799511,80.5008944543828,82.9570480352028,83.3810888252149,82.3987805900101,83.1372917317949,84.9089841456254,85.0407854984894,86.2740984478993,86.4434046345811,86.0059438040346,86.4100549882168,86.4529232199771,85.4700854700855,85.4384724593198,85.5547282204021,86.5085536547434,87.7152284013318,88.6308068459658,86.9201030927835,87.2184684684685,88.1201044386423,88.5885885885886,86.9695757307756,87.6369863013699,86.821533781312,87.7525252525252,85.4623196151791,88.4748801622419,91.5065409735538,91.9819507115585,93.5119678630626,94.6188340807175,92.245199409158,93.4959349593496,94.0665701881331,93.8703251750306,94.2782834850455,94.4070647603028,94.0705930105798,94.5146014206788,98.0649442907351,101.922693837198,100.861632032438,100.201409869084,101.010101010101,101.920793199417,99.8036006546645,99.8036006546645,99.3825550210648,99.4649545211343,101.011122345804
"Oneida","NY","Utica","36","065",270,85.3888767800058,87.8340365682138,89.2113095238095,89.9280575539568,90.8333333333333,90.8407382091593,90.3846153846154,89.6769461077844,88.3152173913043,87.4166666666667,88.5267595967778,86.6013071895425,86.070110701107,79.979594017094,85.9375,87.5547445255474,88.1219115004492,89.4891819229292,88.7590428491931,89.2045454545455,88.3207070707071,87.5220135389627,88.3717733065925,86.0265785697202,84.1699074421983,84.608843537415,89.6362730443448,90.1388888888889,89.3107476635514,88.7749955124753,87.1588827838828,83.0690081442699,83.1873905429072,81.6133246244285,90.0757154213037,89.9584487534626,88.0209933667106,87.4898719217238,89.6667351609212,90.1301115241636,92.7096301483556,91.7837837837838,92.375366568915,90.1221767293196,90.9893774984424,90.1067323481116,88.1123448726323,87.2206703910614,85.5115636633146,86.2846091205212,88.5443037974684,87.8703703703704,90.4285714285714,88.8367573570239,88.5564757424926,89.0417773741858,88.1333842757684,87.7608264950539,88.4218289085546,85.074769874477,86.5209471766849,86.9708994708995,87.7858627858628,88.6280646844027,87.719298245614,88.1581072950408,88.1944444444444,88.4789156626506,86.632044696277,83.6607838549142,83.2349537037037,83.6639801611903,80.2527131614246,83.467682663208,84.2048237936275,85.0785340314136,87.5826979904291,87.3456790123457,86.7524115755627,85.8176151252538,84.0995676936801,83.2222222222222,83.0907830907831,82.6655052264808,83.2361111111111,82.3204419889503,85.6668160095579,88.9705882352941,90.0464523377409,91.4403778040142,91.8410935497651,91.625,90.3544388512619,91.4547304170905,89.5859085290482,89.2080745341615,86.4111969111969,88.4271978021978
"Saint Tammany","LA","New Orleans","22","103",271,117.796303008336,117.473435655254,117.32811626607,116.571892770106,116.290886077442,115.367551702955,114.484451718494,113.984375,113.14791403287,113.038277511962,112.322097378277,110.827357670578,110.714285714286,110.679611650485,110.842826115694,110.750147666864,110.698016620249,109.942486085343,109.885260370697,109.669046073978,109.046849757674,106.964121165079,106.428571428571,106.983655274889,106.681233372793,106.395771494209,106.470106470106,106.365836767439,106.000281506439,106.662087912088,105.450549450549,104.501446945338,104.491899852725,104.30733410943,106.26787008279,106.611899469042,105.761067313523,107.065066343912,107.813377715937,109.805361733382,109.839427181964,109.988474580788,110.062893081761,108.196503014384,108.878718535469,108.701541257235,107.86549513092,107.922600178094,107.713854772678,108.154169316288,108.536585365854,109.947643979058,109.451985922574,110.216406643181,109.812496790948,112.015906035337,112.271214642263,112.268663454188,112.028430836523,112.094395280236,113.348566366768,115.415335463259,117.50516884907,117.50516884907,118.284863750859,118.533364433425,117.862704274041,117.705361753185,116.513067099257,116.116760965832,115.497076023392,116.034561352617,117.292225201072,121.859874217886,122.943889315911,124.618585298197,125.06038647343,125.679390071167,123.341601093457,123.048494040942,124.193226804392,123.956442831216,123.497997329773,123.899894169255,123.906245524337,122.037037037037,121.42358688067,124.769585253456,127.388535031847,127.422680412371,126.979210861264,125.595238095238,125.87037037037,125.368731563422,125.33185840708,124.36974789916,125.829106515802,124.615384615385
"Frederick","MD","Washington","24","021",272,164.33166547534,163.506429102759,163.398692810458,162.861470374925,161.325404882851,160.09790288371,158.346994535519,158.965517241379,156.191790773701,155.508132956153,154.632660483724,150.511363636364,146.977853641457,144.46227929374,146.771037181996,148.00279198536,149.003623188406,149.316479188828,148.157051282051,148.087945373598,146.761062860248,145.833333333333,142.084021305287,140.784982935154,140.143065693431,140.984879444217,142.707904139236,142.815255731922,144.673123486683,144.427521008403,144.253645561838,144.414353419093,142.731048805815,144.340932975031,146.732519453202,147.568710359408,146.4615243323,147.652488138748,149.545059717698,154.470198675497,156.171875,158.865824772792,158.377040816327,158.923591745678,160.709033613445,159.554081632653,158.649984763634,156.663779323294,155.30303030303,156.436233611442,160.440470765087,160.164835164835,162.761934894915,162.490637066884,161.12315855786,160.70388412914,159.937533635633,158.793662161668,158.679709084999,156.855388813097,156.204392877992,158.074845679012,158.833544662902,160.4202849088,161.550802139037,162.31884057971,161.758248480811,163.080301129235,163.301193866024,161.686865407852,159.635801576591,158.547794117647,156.243574366004,155.891169354129,159.258193931413,161.871052631579,163.466958633249,164.141752647115,164.66043106954,164.733025708635,163.492985467783,162.954545454545,161.845730027548,162.424242424242,161.850249090764,160.948248475093,165.063509680602,165.987096895658,168.032786885246,170.75866422939,170.82047361684,170.378787878788,170.625181608017,169.820493265865,170.933456561922,169.643798537416,169.646950939936,169.646950939936
"Weber","UT","Ogden","49","057",273,127.594728171334,125.731726045154,122.163242927813,123.424369747899,123.92798361115,123.554104477612,123.214285714286,123.554104477612,121.936200889102,123.102224504062,120.468976884738,116.279069767442,112.512436393599,111.620111731844,112.125875827024,112.273274698004,112.940212940213,111.398497835914,108.754103885738,105.733788395904,103.175391877988,99.0037308505019,92.7745627018124,89.2384686290235,91.7818740399386,92.2740524781341,95.5833882663151,96.9131371141421,94.4288844501529,95.016393442623,98.8023952095808,99.58071278826,102.063356164384,103.727384768162,111.066666666667,111.666250312266,112.403598971722,113.339588709047,117.08984375,119.660678642715,119.850651945614,121.687398593835,121.672077922078,121.672077922078,122.397806907872,121.653144016227,118.264997952498,121.603599035141,120.110997087447,121.690145733424,123.863636363636,126.025791324736,127.649769585253,128.393925448688,130.155329405463,129.438370649503,129.44437307297,128.156862340946,127.366504854369,124.908854166667,127.705627705628,131.179487179487,131.2441369606,133.350396714706,138.014084507042,139.209225700165,140,138.766025641026,140.307486631016,139.398700771417,138.888888888889,138.065522620905,140.784982935154,141.694630872483,143.778514317406,146.639079208555,150.999205285834,152.73867955555,152.706057422969,153.973304330631,152.504421959467,153.398590529722,154.222632429377,151.948644661626,155.461393596987,157.692307692308,159.563324634783,164.355555555556,169.424906909392,171.07001321004,171.212121212121,172.764227642276,168.350168350168,165.333333333333,160.723535185744,162.764084507042,165.081281686895,163.319429177172
"Lake","OH","Cleveland","39","085",274,97.2878998609179,98.0392156862745,98.1465910518587,98.1827111984283,96.9902912621359,95.6913827655311,95.5739665856146,95.0698757763975,94.0671031096563,93.4374589841186,91.8568323639371,91.0483870967742,88.5451505016722,89.2067307692308,88.7295081967213,88.5261194029851,89.0697674418605,88.7495373797187,88.124632569077,87.6865671641791,86.8146529622754,86.358024691358,85.528568853641,83.8856920684292,82.6861871419478,82.6347305389222,82.691617791369,83.1944444444444,83.7694392082941,83.2682291666667,83.020442219441,83.4127740705434,83.2322303921569,83.6010709504685,86.0170818020961,84.7391304347826,84.9812972292191,85.8767985611511,86.2975723586163,88.6290322580645,89.5090795041219,90.1928104575163,90.1412675193117,90.1771440682159,89.8713323713324,89.9316388681864,88.992182486436,89.7810186761498,87.451914030222,87.9018612521151,88.9581478183437,89.5725813960706,90.3251553152324,91.2302535510421,91.3864893857272,89.8527017145009,90.0429184549356,87.7739238497532,86.0294117647059,84.8896434634974,86.102425457086,86.9008103475144,88.1807215797157,89.8297067171239,92.1371042498922,92.5367033700367,92.6603930153395,92.625,91.8382096830373,90.3894472361809,90.0646950092421,89.9220936582702,90.9528907922912,92.6510989010989,93.5286485728312,95.5008488964346,96.3203463203463,97.0667378447033,96.2000938907027,95.3609516404707,96.2837837837838,95.7964601769911,95.7653629556284,96.5408093980708,96.5142857142857,96.7741935483871,98.0284775465498,98.4639621898385,99.8791468642251,100.488170576709,100.227223460919,99.7272061153359,100.550828481863,100.156753675603,100.148423005566,99.4314143567875,98.3412322274881,99.4314143567875
